,id,stcnet_attitude,stcnet_introspection,stcnet_sensitivity,stcnet_temper,stcnet_polarity,ocean_agreeableness,ocean_conscientiousness,ocean_extraversion,ocean_neuroticism,ocean_openness
50,1997_847162.txt,0.27416,0.3049,0.26824,0.29467,0.30767,False,True,True,False,False
51,1997_821194.txt,0.22296,-0.00698,0.53367,0.28825,0.19524,True,True,False,False,False
52,1997_339543.txt,0.17667,0.27598,0.08753,0.16542,0.22241,True,True,True,False,True
53,1997_451062.txt,0.2442,0.1314,0.07188,0.19042,0.1048,True,False,True,True,False
54,1997_476707.txt,0.23852,0.36908,0.266,0.19028,0.26448,False,True,False,True,False
55,1997_490124.txt,0.06861,0.00909,0.80125,0.50233,0.185,True,True,False,False,False
56,1997_492073.txt,0.22574,0.30675,0.262,0.29185,0.2583,False,False,False,False,False
57,1997_595469.txt,0.39841,0.65709,0.30371,0.18329,0.41037,True,False,True,False,True
58,1997_597598.txt,0.39811,0.42641,0.62707,0.32536,0.40325,True,False,True,True,True
59,1997_677293.txt,0.11004,0.05763,0.35137,0.22676,0.19145,False,True,True,False,True
60,1997_739678.txt,0.39663,0.41359,0.39036,0.36586,0.41997,False,True,True,False,True
61,1997_754654.txt,0.39459,0.59355,0.39388,0.36644,0.46799,True,False,False,True,True
62,1997_854291.txt,0.29445,0.48776,-0.10226,-0.04643,0.24273,True,True,True,True,True
63,1997_855808.txt,0.14195,0.27692,0.46688,0.30685,0.31364,False,True,False,False,True
64,1997_858052.txt,0.12377,0.1851,0.07322,0.14273,0.17868,False,True,True,False,False
65,1997_872282.txt,0.42244,0.36436,-0.07113,0.10073,0.29418,True,True,True,False,False
66,1997_898394.txt,0.04259,0.17715,0.11962,0.34147,0.2257,False,True,True,True,True
67,1997_953313.txt,0.38615,0.41307,0.48967,0.39529,0.44975,False,False,False,True,False
68,1997_454962.txt,0.26321,0.3903,0.59473,-0.01367,0.32569,False,False,False,False,True
69,1997_499267.txt,0.28579,0.38695,0.23262,0.23955,0.34967,False,False,False,False,False
70,1997_732894.txt,0.20013,0.25784,0.249,0.24042,0.25634,True,True,False,False,False
71,1997_857525.txt,0.47658,0.67905,0.27653,0.20272,0.43209,True,False,True,True,False
72,1997_897072.txt,0.12464,0.04089,0.33609,0.31836,0.262,False,False,True,False,False
73,1997_913103.txt,0.21689,0.36127,0.3503,0.26872,0.32514,False,False,True,True,True
74,1997_913224.txt,0.35168,0.5344,0.39396,0.26024,0.39322,False,False,False,False,False
75,1997_919361.txt,0.19459,0.15665,0.36407,0.27393,0.29452,False,False,True,False,True
76,1997_938066.txt,0.38054,0.44831,0.1639,-0.0985,0.31047,False,False,False,False,True
77,1997_417075.txt,0.24746,0.43716,0.28145,0.16578,0.26723,True,True,True,False,True
78,1997_475230.txt,0.19967,0.34355,-0.02743,0.2235,0.22193,True,True,True,False,True
79,1997_497680.txt,0.24976,0.59779,0.54427,0.273,0.32701,True,False,False,True,True
80,1997_499606.txt,-0.162,0.19165,-0.25075,0.00682,0.1142,False,True,False,True,False
81,1997_568086.txt,0.3801,0.36488,0.7048,0.5972,0.4234,True,True,True,False,True
82,1997_572720.txt,0.29312,0.35174,0.17781,0.26067,0.27981,True,True,True,False,True
83,1997_579130.txt,0.28183,0.60737,0.26889,0.27253,0.409,True,False,False,True,True
84,1997_736454.txt,0.17188,0.08778,0.18,0.17921,0.14788,False,True,False,True,False
85,1997_752353.txt,0.317,0.50548,0.15356,0.37641,0.40231,True,True,True,False,False
86,1997_813369.txt,0.26454,0.26039,0.33811,0.18162,0.26173,True,True,False,True,False
87,1997_819809.txt,0.48546,0.33414,0.4085,-0.16871,0.25455,False,True,True,False,False
88,1997_831768.txt,0.10305,0.20984,0.28271,-0.14179,0.1124,False,False,False,False,True
89,1997_870133.txt,0.24934,0.39988,0.11056,0.2425,0.33177,False,False,False,False,True
90,1997_897420.txt,0.20849,0.17053,0.31119,0.04084,0.19387,False,False,False,True,False
91,1997_934160.txt,0.16683,0.24963,0.00579,0.16408,0.20375,False,False,False,True,True
92,1997_952275.txt,0.22906,0.2111,0.14401,0.15885,0.20066,False,True,False,False,True
93,1997_450562.txt,0.49426,0.59483,0.37716,0.324,0.46501,False,True,False,True,True
94,1997_491971.txt,0.40677,0.39236,-0.0355,0.28817,0.30212,False,False,False,True,True
95,1997_496933.txt,0.15584,0.18374,0.56377,0.08306,0.26652,True,False,True,True,True
96,1997_511579.txt,0.33713,0.35523,0.03561,0.34895,0.30825,True,True,True,False,False
97,1997_597205.txt,0.07955,0.29907,0.2058,0.19244,0.19668,True,False,False,True,False
98,1997_679495.txt,0.3469,0.19919,0.1433,0.19606,0.24496,False,False,False,False,False
99,1997_750427.txt,0.28065,0.329,0.00436,-0.12558,0.22856,False,False,False,True,False
100,1997_750977.txt,0.35951,0.28549,0.38323,0.28661,0.2832,True,False,False,False,False
101,1997_778356.txt,0.41776,0.28703,0.68555,0.16331,0.39513,False,True,True,True,False
102,1997_870336.txt,0.13662,-0.2085,-0.174,0.2765,0.08411,False,False,False,True,False
103,1997_890630.txt,0.04121,-0.19848,-0.23536,-0.1252,-0.14666,False,True,True,True,False
104,1997_910659.txt,0.37671,0.56481,0.40871,0.23663,0.38479,True,True,False,False,False
105,1997_971112.txt,0.757,0.8742,0.889,0.3695,0.76333,True,True,True,False,True
106,1997_992649.txt,0.23481,0.04971,-0.083,0.26647,0.11022,False,False,True,False,True
107,1997_471070.txt,0.1286,0.25478,0.23154,0.2939,0.24667,False,False,False,True,True
108,1997_473999.txt,0.17433,0.2066,0.39748,0.10757,0.24058,False,True,True,False,False
109,1997_650973.txt,0.22394,0.20447,0.69136,0.19627,0.39038,True,True,False,False,False
110,1997_653713.txt,0.18544,0.32495,0.28632,0.05663,0.23477,False,True,False,False,False
111,1997_830141.txt,0.19726,0.09661,0.18822,0.091,0.20436,True,False,False,False,True
112,1997_835717.txt,0.35179,0.55888,0.44226,0.0899,0.34682,False,True,False,True,True
113,1997_854391.txt,0.35794,0.34114,0.26043,0.288,0.28455,True,False,True,False,False
114,1997_890127.txt,0.22568,0.31129,0.28781,-0.29579,0.17322,True,False,True,False,True
115,1997_913820.txt,0.14541,0.2946,0.1082,0.04608,0.21637,True,False,True,True,True
116,1997_916622.txt,0.28221,0.44296,0.49357,0.27125,0.40564,False,True,True,False,False
117,1997_917639.txt,0.23482,0.39212,0.11157,0.12184,0.25767,True,True,True,False,True
118,1997_950082.txt,0.46867,0.55551,0.24056,0.45111,0.46377,True,False,False,False,False
119,1997_950779.txt,0.27284,0.317,0.06242,0.11367,0.25384,True,False,True,True,True
120,1997_959163.txt,0.04326,0.11033,0.22055,0.03679,0.10027,True,False,False,True,True
121,1997_976604.txt,0.13441,0.15447,0.42775,-0.1045,0.14156,True,True,True,False,False
122,1997_978989.txt,0.38245,0.37733,0.50477,0.63124,0.42818,True,True,True,True,False
123,1997_435058.txt,0.14147,0.35378,0.30668,0.269,0.23354,True,True,True,False,True
124,1997_452377.txt,0.08656,-0.06709,0.141,0.15392,0.00607,False,True,True,True,False
125,1997_455853.txt,0.20893,0.31887,0.3248,-0.00116,0.23005,False,True,False,True,False
126,1997_552216.txt,0.24645,0.50817,0.22894,0.40287,0.36488,True,True,True,True,False
127,1997_595934.txt,0.07841,0.06325,0.276,0.05931,0.12053,False,True,False,True,False
128,1997_654932.txt,0.34608,0.29941,0.04454,0.09195,0.17934,True,False,True,True,True
129,1997_673123.txt,0.03358,-0.07937,0.31886,0.15571,0.06025,True,True,False,True,True
130,1997_714973.txt,0.08642,0.02012,-0.17447,0.0045,0.03959,False,False,False,True,True
131,1997_739542.txt,0.046,0.18802,0.18855,0.30744,0.16233,False,True,True,True,False
132,1997_815468.txt,-0.10825,0.11153,-0.13936,0.12986,0.01411,False,False,False,True,False
133,1997_819301.txt,-0.197,0.03047,0.08827,-0.12625,-0.02148,True,True,True,True,False
134,1997_834761.txt,0.31537,0.38168,0.29122,0.26531,0.33063,False,False,True,False,False
135,1997_857408.txt,0.55168,0.6695,0.37506,0.28356,0.462,False,False,False,True,False
136,1997_917210.txt,0.24555,0.54972,0.86757,0.05923,0.35866,False,False,False,True,False
137,1997_937003.txt,0.34132,0.50086,0.18242,0.20361,0.31145,True,False,True,True,False
138,1997_953720.txt,0.52052,0.697,0.48257,0.19467,0.52929,False,True,False,False,False
139,1997_954441.txt,0.27244,0.17115,0.14925,0.08285,0.21278,False,False,True,True,True
140,1997_972805.txt,0.14514,0.30943,0.24363,-0.06811,0.16518,False,True,True,True,True
141,1997_475931.txt,0.33065,0.1319,-0.07079,0.30895,0.22208,True,False,True,True,False
142,1997_551651.txt,0.23257,0.30918,0.25096,0.32505,0.24102,False,True,True,True,False
143,1997_556474.txt,0.39159,0.16855,0.20115,0.10941,0.2902,True,True,True,False,True
144,1997_652829.txt,0.25737,0.30934,0.33091,0.23529,0.27671,True,True,True,False,False
145,1997_678907.txt,0.367,0.60922,0.25654,0.25686,0.40477,False,True,True,False,False
146,1997_696460.txt,0.34573,0.25964,0.08085,0.3555,0.28594,True,False,True,False,False
147,1997_697427.txt,0.23432,0.08523,-0.04846,-0.22422,0.1197,True,True,False,True,True
148,1997_733444.txt,0.23793,0.63275,0.18171,0.28941,0.36347,False,False,False,True,False
149,1997_736254.txt,0.28525,0.45988,0.22709,0.35712,0.35342,False,False,True,True,True
150,1997_771125.txt,0.21784,0.1471,0.0627,0.19091,0.15563,False,False,False,False,False
151,1997_797745.txt,0.52961,0.44916,0.1089,0.20384,0.43753,True,False,True,False,False
152,1997_816150.txt,0.39522,0.51396,0.61694,0.26664,0.41303,True,False,False,False,False
153,1997_854163.txt,0.20686,0.47572,-0.02157,-0.0658,0.20516,False,False,False,False,True
154,1997_877563.txt,0.25458,0.17137,0.07603,0.163,0.19342,True,False,True,False,False
155,1997_878492.txt,0.20413,0.00774,-0.1815,-0.2148,0.00862,False,True,False,True,False
156,1997_878676.txt,0.19628,0.21522,0.53709,0.43539,0.32713,True,True,True,True,True
157,1997_892321.txt,0.28639,0.31881,0.30464,0.02885,0.27825,True,False,True,False,False
158,1997_914301.txt,0.37945,0.4054,0.23887,0.25924,0.3426,True,True,False,True,False
159,1997_936626.txt,0.3368,0.26439,0.45754,0.30656,0.34523,False,True,True,True,True
160,1997_453155.txt,0.1326,0.02335,-0.12533,0.0415,0.06668,True,False,True,False,False
161,1997_459891.txt,0.57204,0.72669,0.39613,0.12064,0.54307,False,True,True,False,False
162,1997_513925.txt,0.08859,0.35791,0.46856,0.34324,0.32705,True,True,True,True,False
163,1997_571199.txt,0.38838,0.37831,0.11827,0.31267,0.28625,True,True,False,False,False
164,1997_592869.txt,0.38632,0.53436,0.30476,0.17897,0.38319,True,True,True,False,False
165,1997_652904.txt,0.37246,0.41613,0.70057,0.048,0.41723,False,True,False,True,True
166,1997_736918.txt,0.31197,0.4387,0.41328,0.1515,0.34813,False,True,False,True,True
167,1997_890898.txt,0.35811,0.44251,0.35378,0.381,0.38359,True,True,False,True,False
168,1997_893217.txt,0.30253,0.2132,-0.05969,0.15157,0.2168,True,True,True,False,True
169,1997_896354.txt,0.32447,0.6138,-0.03008,0.29556,0.29376,False,False,False,True,True
170,1997_917937.txt,0.20141,0.1637,-0.23271,-0.07821,0.08083,True,True,True,True,True
171,1997_931356.txt,0.13838,0.25388,0.10908,0.11621,0.16798,True,True,True,True,False
172,1997_416158.txt,0.16056,0.12795,0.06875,0.322,0.1293,True,False,True,True,False
173,1997_451854.txt,-0.12528,-0.11225,0.0605,-0.35871,-0.16589,False,False,False,True,False
174,1997_490275.txt,0.12102,0.18772,0.41078,0.16696,0.22137,False,False,False,True,True
175,1997_519447.txt,0.37861,0.33797,0.3048,-0.06727,0.3079,False,True,True,True,True
176,1997_675485.txt,0.30489,0.37043,0.48456,0.06589,0.25961,True,False,True,False,True
177,1997_856276.txt,0.44518,0.55322,0.29892,0.40768,0.42597,False,True,False,True,False
178,1997_898660.txt,0.27738,0.40333,0.30415,0.14477,0.33354,False,True,True,True,True
179,1997_913139.txt,0.29235,0.32651,0.35207,0.0812,0.30023,False,True,False,False,True
180,1997_918806.txt,0.50535,0.40157,0.34945,0.4545,0.40257,False,False,False,True,False
181,1997_957036.txt,0.32855,0.49379,0.4635,0.22133,0.3894,False,False,True,False,False
182,1997_996255.txt,0.39704,0.40677,0.19521,0.10213,0.34895,True,False,False,True,True
183,1997_478467.txt,0.10212,0.18795,0.36178,0.10628,0.20628,False,False,False,True,False
184,1997_596970.txt,0.43613,0.5069,0.4389,0.37004,0.48208,False,True,True,True,False
185,1997_716840.txt,0.14822,0.24302,0.13498,0.29036,0.19173,True,False,True,False,True
186,1997_832991.txt,0.12681,0.20465,0.19271,0.13088,0.18565,True,True,False,False,False
187,1997_835686.txt,0.21196,0.39953,0.73024,0.17716,0.38766,True,False,True,True,True
188,1997_871531.txt,0.08419,0.02008,0.30509,0.18025,0.14285,True,True,False,True,True
189,1997_897862.txt,0.40114,0.34629,0.54615,0.21933,0.3779,True,False,True,True,False
190,1997_917491.txt,0.20943,0.26496,0.30441,0.25002,0.25888,True,True,False,True,True
191,1997_953451.txt,0.247,0.47267,-0.0282,0.354,0.33747,True,True,True,False,True
192,1997_973910.txt,0.31438,0.43458,0.37891,0.24138,0.40822,True,True,True,False,False
193,1997_396947.txt,0.25257,0.41613,0.56353,0.13556,0.37661,False,False,True,False,True
194,1997_454257.txt,0.00646,0.25409,0.41907,-0.00207,0.20253,False,True,False,True,False
195,1997_474191.txt,0.23808,0.29713,0.28941,0.26089,0.30812,False,False,True,True,False
196,1997_558185.txt,0.31766,0.51615,0.42817,0.34726,0.43794,False,False,True,True,True
197,1997_574472.txt,0.23124,0.0772,-0.03481,0.09804,0.13637,False,False,False,True,True
198,1997_575279.txt,0.23295,0.28402,-0.19691,0.31473,0.23371,True,True,True,True,True
199,1997_658841.txt,0.517,0.59121,0.6756,0.232,0.54669,True,True,True,False,True
200,1997_672345.txt,0.41586,0.23554,0.32207,0.12975,0.32912,False,False,True,True,True
201,1997_731545.txt,0.17874,0.13159,0.3798,0.06185,0.14754,True,False,False,False,False
202,1997_736630.txt,0.19376,0.29539,0.18106,0.21477,0.25454,False,False,True,False,True
203,1997_756297.txt,0.34126,0.51132,0.24086,0.15106,0.34374,False,False,False,True,False
204,1997_819346.txt,0.18366,0.5432,0.08019,-0.00161,0.20532,False,False,False,False,False
205,1997_859701.txt,0.13256,0.0469,0.18614,0.23044,0.13866,False,False,False,True,True
206,1997_873493.txt,0.27892,0.28135,0.69486,0.34033,0.38065,False,True,False,True,True
207,1997_874080.txt,0.23577,0.19018,0.17264,-0.03668,0.20567,False,False,False,True,False
208,1997_878422.txt,0.09429,0.22589,0.3825,0.27013,0.1932,False,False,True,True,True
209,1997_916538.txt,0.32666,0.38252,0.52605,0.0845,0.32362,True,True,True,False,True
210,1997_470418.txt,0.33967,0.42474,0.57242,0.24579,0.41212,False,True,True,False,True
211,1997_479089.txt,0.3164,0.3555,0.878,0.331,0.48368,True,True,True,False,False
212,1997_514574.txt,0.15449,0.08827,0.10581,-0.09478,0.08764,True,True,True,False,True
213,1997_657222.txt,0.41843,0.62262,0.45508,0.0174,0.42483,False,True,True,True,True
214,1997_674797.txt,0.21175,0.20273,0.39713,0.25964,0.27047,False,False,False,False,True
215,1997_735082.txt,0.25526,0.22279,0.168,-0.09488,0.23267,False,True,False,True,False
216,1997_735238.txt,0.38008,0.58091,0.4716,0.44,0.46389,True,False,True,True,False
217,1997_819953.txt,0.16295,0.10128,0.29923,0.07677,0.21338,True,True,False,False,True
218,1997_915687.txt,0.36379,0.5771,0.35871,0.096,0.41134,True,True,True,False,False
219,1997_936666.txt,0.39731,0.52744,0.44892,0.29867,0.42377,False,True,True,True,True
220,1997_956061.txt,0.46074,0.43429,0.4601,0.352,0.45604,True,True,True,False,False
221,1997_991545.txt,0.35737,0.29884,0.0451,0.12735,0.27895,False,True,False,False,False
222,1997_410675.txt,0.20375,0.36876,0.56544,0.12385,0.30593,True,False,False,True,False
223,1997_579195.txt,0.34075,0.43345,0.2681,0.26834,0.38048,True,True,False,False,True
224,1997_657978.txt,0.47495,0.48977,0.56214,0.16836,0.45224,True,True,False,True,False
225,1997_696801.txt,0.2955,0.41312,0.39806,0.19152,0.34357,True,True,True,False,True
226,1997_697491.txt,0.15395,0.29013,-0.03568,-0.024,0.15433,True,True,False,True,False
227,1997_736368.txt,0.25545,0.18333,0.21981,0.11775,0.23008,True,False,True,False,False
228,1997_853759.txt,0.281,0.53971,0.59915,0.11296,0.41101,True,True,False,True,False
229,1997_856670.txt,-0.02604,-0.11697,0.33188,-0.1189,0.04965,True,False,True,False,True
230,1997_898021.txt,0.38074,0.58943,0.62993,0.37067,0.49787,False,True,False,True,True
231,1997_918357.txt,0.11469,0.08909,0.26606,0.10496,0.13328,True,False,False,True,False
232,1997_991961.txt,0.32872,0.56315,0.3899,0.08175,0.38277,True,False,False,False,True
233,1997_430172.txt,0.30892,0.30382,0.39891,0.36937,0.3916,True,True,False,False,False
234,1997_675028.txt,0.36894,0.27216,0.09319,0.33452,0.31556,False,True,True,False,False
235,1997_696062.txt,0.36285,0.44319,0.51193,0.13405,0.36591,True,False,False,True,True
236,1997_732418.txt,0.34057,0.48027,0.36644,0.10886,0.31553,False,False,True,False,False
237,1997_758922.txt,0.12671,0.11544,0.19996,0.11518,0.19296,False,True,True,True,False
238,1997_798633.txt,0.24695,0.29002,0.35367,0.32254,0.30218,True,True,True,True,False
239,1997_819345.txt,0.51247,0.4124,0.32845,0.04569,0.35634,True,True,True,False,True
240,1997_833350.txt,0.27522,0.29698,0.34433,0.16864,0.29759,False,False,False,True,False
241,1997_911224.txt,0.15048,0.22139,0.10514,-0.21996,0.13095,False,True,False,True,True
242,1997_450911.txt,0.26185,0.17585,0.22426,-0.07537,0.20968,True,False,False,False,True
243,1997_473319.txt,0.2488,0.36009,0.47459,0.16915,0.31728,True,False,False,True,True
244,1997_597376.txt,0.21038,0.06422,0.37133,0.05562,0.17604,True,True,True,False,False
245,1997_813079.txt,0.23175,0.36377,0.29678,0.24174,0.29271,False,True,False,False,False
246,1997_930834.txt,0.32702,0.51295,0.14816,0.29935,0.3151,False,True,True,False,True
247,1997_992092.txt,0.15365,0.50484,0.55825,-0.19343,0.28403,True,False,True,True,False
248,1997_451038.txt,0.24246,0.12914,0.17571,0.138,0.16469,True,True,False,False,False
249,1997_458896.txt,0.25414,0.12243,0.26144,0.17793,0.21286,True,False,True,False,True
250,1997_477159.txt,0.26097,0.30492,0.15033,0.0595,0.24912,False,True,False,False,False
251,1997_570131.txt,0.21842,0.27486,0.21423,0.34036,0.29047,True,True,True,False,False
252,1997_577009.txt,0.26738,0.50255,0.15678,0.3192,0.3541,False,True,True,False,False
253,1997_736518.txt,0.5287,0.513,0.40914,0.23576,0.42976,False,True,True,True,True
254,1997_794682.txt,-0.1531,-0.12733,0.42206,0.24869,0.13345,True,True,True,False,True
255,1997_797908.txt,0.32573,0.30187,0.62447,-0.07004,0.25147,True,False,True,False,True
256,1997_897973.txt,0.10176,0.19061,0.05024,-0.1315,0.12219,False,True,True,True,True
257,1997_970131.txt,0.39249,0.56569,0.3093,0.36252,0.40281,True,True,False,False,False
258,1997_979571.txt,0.60947,0.6263,0.4434,0.25987,0.50263,False,False,False,True,True
259,1997_456077.txt,0.28731,0.46085,0.4297,0.26134,0.37395,True,True,True,True,False
260,1997_536654.txt,0.37272,0.20745,0.24557,0.25392,0.29672,False,True,True,False,True
261,1997_813043.txt,0.42395,0.35312,0.49367,0.25332,0.42529,True,True,True,False,True
262,1997_830801.txt,0.35752,0.42896,0.462,0.07827,0.33888,False,False,False,True,False
263,1997_857069.txt,0.27156,0.33639,0.35366,0.35913,0.3383,True,True,True,True,True
264,1997_872596.txt,0.33697,0.59614,0.34185,0.60519,0.48323,True,True,True,False,False
265,1997_878282.txt,0.42762,0.54044,0.26614,0.00818,0.36255,False,False,True,False,False
266,1997_935249.txt,0.16429,0.36808,0.4025,0.54475,0.38112,True,False,True,True,False
267,1997_451150.txt,0.22652,0.19623,0.41761,0.17462,0.26135,False,False,False,True,True
268,1997_477443.txt,0.34931,0.16521,0.23748,0.22086,0.26401,True,True,False,True,False
269,1997_510841.txt,0.2189,0.31432,0.22396,0.26143,0.25396,False,False,False,True,True
270,1997_539448.txt,0.25846,0.59178,-0.14543,0.22586,0.28581,False,True,False,True,False
271,1997_578488.txt,0.00765,0.1831,0.20418,0.13124,0.17808,True,False,False,True,True
272,1997_598253.txt,0.0885,0.26783,-0.00625,0.6644,0.23058,False,True,True,False,True
273,1997_750691.txt,0.36185,0.36338,0.29783,0.35133,0.34046,True,True,False,True,False
274,1997_790253.txt,0.26253,0.42345,0.4265,0.42483,0.38667,False,False,False,True,True
275,1997_835938.txt,0.25196,0.35072,0.19436,0.07963,0.23054,False,True,False,True,False
276,1997_890789.txt,-0.12387,0.10947,0.1391,0.18783,0.10951,True,False,False,True,True
277,1997_891831.txt,0.08048,0.06441,0.0861,0.20995,0.16491,True,False,False,False,False
278,1997_956235.txt,0.15815,0.42792,0.1942,0.3287,0.30553,True,True,False,True,False
279,1997_499042.txt,0.39297,0.21749,0.13105,0.05569,0.30316,True,True,True,True,True
280,1997_512804.txt,0.32607,0.45777,0.37137,0.26412,0.39213,False,False,False,True,False
281,1997_555388.txt,0.38919,0.60226,0.66833,0.38633,0.53947,True,False,True,False,True
282,1997_651413.txt,0.57162,0.82039,0.282,-0.36512,0.45262,True,False,False,True,False
283,1997_758039.txt,0.04137,0.49494,0.38354,0.0697,0.1913,False,False,False,False,False
284,1997_777805.txt,0.27504,0.40902,0.58154,0.15744,0.33751,True,False,True,False,True
285,1997_835986.txt,0.25987,0.77259,-0.00356,0.23133,0.36031,True,True,True,False,False
286,1997_872817.txt,0.46233,0.76145,0.2674,0.4236,0.52071,True,False,False,False,False
287,1997_891464.txt,0.29597,0.11697,-0.16875,0.00585,0.14048,True,False,False,True,False
288,1997_894347.txt,0.21681,0.24448,0.23308,0.01691,0.25507,False,True,True,False,False
289,1997_899272.txt,0.16735,0.21698,0.63938,0.35075,0.3049,True,True,True,True,False
290,1997_910412.txt,0.17524,0.26382,0.28613,0.19779,0.25345,False,False,False,True,True
291,1997_919223.txt,0.26081,0.54,0.24233,0.28725,0.36069,True,True,False,True,False
292,1997_935738.txt,0.38973,0.44729,-0.11486,0.08133,0.3239,True,True,False,False,True
293,1997_950322.txt,0.31164,0.30275,0.32505,0.1043,0.28879,False,False,False,True,True
294,1997_806274.txt,0.05752,0.28619,0.09557,0.09143,0.19597,False,False,False,False,True
295,1997_964636.txt,0.28548,0.26752,-0.50687,0.21027,0.18439,True,False,True,True,False
296,1997_801472.txt,0.26974,0.43372,0.37052,0.20633,0.32947,True,False,False,False,True
297,1997_178075.txt,0.14809,0.15009,0.4115,0.069,0.13992,True,True,True,False,False
298,1997_255728.txt,0.16388,0.1805,0.23348,-0.05611,0.13653,True,True,False,False,False
